County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Jefferson,Watertown City PD,2017,12,1198,142,1,40,16,85,1056,154,881,21,Non-New York City
Jefferson,West Carthage Vg PD,2017,12,21,1,0,1,0,0,20,2,17,1,Non-New York City
Kings,County Total,2017,12,49766,14593,111,709,4497,9276,35173,3659,29589,1925,New York City
Lewis,County Total,2017,,260,35,0,22,0,13,225,77,142,6,Non-New York City
Lewis,Lewis County Sheriff,2017,12,111,9,0,3,0,6,102,36,64,2,Non-New York City
Lewis,Lewis County State Police,2017,12,107,21,0,17,0,4,86,37,45,4,Non-New York City
Lewis,Lowville Vg PD,2017,12,42,5,0,2,0,3,37,4,33,0,Non-New York City
Livingston,Avon Vg PD,2017,12,13,0,0,0,0,0,13,0,11,2,Non-New York City
Livingston,Caledonia Vg PD,2017,12,3,2,0,0,0,2,1,0,1,0,Non-New York City
Livingston,County Total,2017,,809,56,0,24,6,26,753,77,648,28,Non-New York City
Livingston,Dansville Vg PD,2017,12,110,4,0,0,2,2,106,11,92,3,Non-New York City
Livingston,Geneseo Vg PD,2017,12,165,2,0,2,0,0,163,13,149,1,Non-New York City
Livingston,Livingston County Sheriff,2017,12,325,18,0,9,1,8,307,36,254,17,Non-New York City
Livingston,Livingston County State Police,2017,12,48,19,0,9,1,9,29,4,23,2,Non-New York City
Livingston,Mount Morris Vg PD,2017,12,73,6,0,0,2,4,67,7,57,3,Non-New York City
Livingston,Nunda Town and Vg PD,2017,12,13,1,0,1,0,0,12,2,10,0,Non-New York City
Livingston,SUNY Police - Geneseo,2017,12,59,4,0,3,0,1,55,4,51,0,Non-New York City
Madison,Canastota Vg PD,2017,12,67,3,0,0,0,3,64,9,54,1,Non-New York City
Madison,Cazenovia Vg PD,2017,12,42,5,0,2,2,1,37,5,32,0,Non-New York City
Madison,Chittenango Vg PD,2017,12,30,5,0,0,1,4,25,4,19,2,Non-New York City
Madison,County Total,2017,,986,104,1,46,14,43,882,154,704,24,Non-New York City
Madison,Hamilton Vg PD,2017,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Madison,Madison County Sheriff,2017,12,169,21,0,5,1,15,148,28,110,10,Non-New York City
Madison,Madison County State Police,2017,12,230,42,0,30,4,8,188,47,134,7,Non-New York City
Madison,Oneida City PD,2017,12,411,25,1,6,6,12,386,56,326,4,Non-New York City
Madison,SUNY Police - Morrisville,2017,12,30,3,0,3,0,0,27,5,22,0,Non-New York City
Monroe,Brighton Town PD,2017,12,807,27,0,7,9,11,780,73,691,16,Non-New York City
Monroe,Brockport Vg PD,2017,12,107,20,1,3,5,11,87,25,58,4,Non-New York City
Monroe,County Total,2017,,18951,2570,36,276,903,1355,16381,2340,13083,958,Non-New York City
Monroe,East Rochester Vg PD,2017,12,92,4,0,0,2,2,88,14,70,4,Non-New York City
Monroe,Fairport Vg PD,2017,12,49,3,1,1,1,0,46,6,39,1,Non-New York City
Monroe,Gates Town PD,2017,12,901,60,1,9,15,35,841,68,729,44,Non-New York City
Monroe,Greece Town PD,2017,12,2110,174,3,29,62,80,1936,243,1592,101,Non-New York City
Monroe,Irondequoit Town PD,2017,12,1232,110,1,12,41,56,1122,157,907,58,Non-New York City
Monroe,Monroe County Park PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Monroe,Monroe County Sheriff,2017,12,3037,233,1,42,50,140,2804,330,2386,88,Non-New York City
Monroe,Monroe County State Police,2017,12,83,16,0,12,0,4,67,2,58,7,Non-New York City
Monroe,Ogden Town PD,2017,12,223,13,0,4,3,6,210,30,171,9,Non-New York City
Monroe,Rochester City PD,2017,12,9806,1871,28,141,707,995,7935,1337,5981,617,Non-New York City
Monroe,SUNY Police - Brockport,2017,12,60,7,0,1,1,5,53,8,45,0,Non-New York City
Monroe,Webster Town and Vg PD,2017,12,443,32,0,15,7,10,411,47,355,9,Non-New York City
Montgomery,Amsterdam City PD,2017,12,371,31,1,4,13,13,340,68,265,7,Non-New York City
Montgomery,Canajoharie Vg PD,2017,12,19,0,0,0,0,0,19,0,18,1,Non-New York City
Montgomery,County Total,2017,,939,78,1,32,14,31,861,121,717,23,Non-New York City
Montgomery,Fort Plain Vg PD,2017,12,69,5,0,2,0,3,64,9,54,1,Non-New York City
Montgomery,Montgomery County Sheriff,2017,12,345,16,0,6,1,9,329,28,292,9,Non-New York City
Montgomery,Montgomery County State Police,2017,12,111,22,0,19,0,3,89,14,71,4,Non-New York City
Montgomery,St Johnsville Vg PD,2017,12,24,4,0,1,0,3,20,2,17,1,Non-New York City
Nassau,Centre Island Vg PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Nassau,County Total,2017,,14039,1650,17,41,599,993,12389,1114,10621,654,Non-New York City
Nassau,Floral Park Vg PD,2017,12,51,9,0,1,7,1,42,7,29,6,Non-New York City
Nassau,Freeport Vg PD,2017,12,501,94,0,2,33,59,407,33,336,38,Non-New York City
Nassau,Garden City Vg PD,2017,12,216,2,0,0,2,0,214,14,195,5,Non-New York City
Nassau,Glen Cove City PD,2017,12,159,8,0,1,2,5,151,12,137,2,Non-New York City
Nassau,Great Neck Estates Vg PD,2017,12,7,0,0,0,0,0,7,3,4,0,Non-New York City
Nassau,Hempstead Vg PD,2017,12,925,332,6,6,109,211,593,92,393,108,Non-New York City
Nassau,Kings Point Vg PD,2017,12,12,2,0,0,1,1,10,1,6,3,Non-New York City
Nassau,Lake Success Vg PD,2017,12,20,1,0,0,0,1,19,4,12,3,Non-New York City
Nassau,Long Beach City PD,2017,12,220,21,0,0,9,12,199,11,180,8,Non-New York City
Nassau,Lynbrook Vg PD,2017,12,120,18,0,1,7,10,102,13,79,10,Non-New York City
Nassau,Malverne Vg PD,2017,12,23,0,0,0,0,0,23,2,21,0,Non-New York City
Nassau,Nassau County MTA,2017,12,65,11,0,0,8,3,54,0,54,0,Non-New York City
Nassau,Nassau County Park PD,2017,12,64,4,0,1,0,3,60,0,59,1,Non-New York City
Nassau,Nassau County PD,2017,12,11216,1113,10,28,416,659,10103,888,8768,447,Non-New York City
Nassau,Nassau County State Police,2017,12,18,5,1,1,0,3,13,2,8,3,Non-New York City
Nassau,Old Brookville Vg PD,2017,12,35,1,0,0,1,0,34,6,23,5,Non-New York City
Nassau,Old Westbury Vg PD,2017,12,23,0,0,0,0,0,23,0,23,0,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2017,12,14,0,0,0,0,0,14,4,8,2,Non-New York City
Nassau,Port Washington Police District,2017,12,105,5,0,0,2,3,100,13,83,4,Non-New York City
Nassau,Rockville Centre Vg PD,2017,12,210,24,0,0,2,22,186,3,176,7,Non-New York City
Nassau,Sands Point Vg PD,2017,12,10,0,0,0,0,0,10,1,8,1,Non-New York City
Nassau,SUNY Police - Old Westbury,2017,12,24,0,0,0,0,0,24,5,18,1,Non-New York City
New York,County Total,2017,12,47146,8671,46,530,2749,5346,38475,2215,35622,638,New York City
Niagara,County Total,2017,,5598,785,4,85,201,495,4813,865,3669,279,Non-New York City
Niagara,Lewiston Town PD,2017,12,135,8,0,2,0,6,127,23,87,17,Non-New York City
Niagara,Lockport City PD,2017,12,552,73,0,3,20,50,479,93,364,22,Non-New York City
Niagara,Middleport Vg PD,2017,12,33,3,0,0,0,3,30,4,25,1,Non-New York City
Niagara,Niagara County Park PD,2017,12,56,5,0,0,4,1,51,4,45,2,Non-New York City
Niagara,Niagara County Sheriff,2017,12,759,60,0,12,7,41,699,128,528,43,Non-New York City
Niagara,Niagara County State Police,2017,12,265,42,0,27,6,9,223,35,176,12,Non-New York City
Niagara,Niagara Falls City PD,2017,12,2884,546,4,36,150,356,2338,458,1740,140,Non-New York City
Niagara,Niagara Town PD,2017,12,367,9,0,0,5,4,358,36,304,18,Non-New York City
Niagara,North Tonawanda City PD,2017,12,544,37,0,5,8,24,507,84,399,24,Non-New York City
Niagara,Somerset Town PD,2017,3,1,1,0,0,1,0,0,0,0,0,Non-New York City
Niagara,Youngstown Vg PD,2017,12,2,1,0,0,0,1,1,0,1,0,Non-New York City
Oneida,Boonville Vg PD,2017,11,10,4,0,0,0,4,6,1,5,0,Non-New York City
Oneida,Camden Vg PD,2017,12,25,1,0,1,0,0,24,4,20,0,Non-New York City
Oneida,County Total,2017,,4782,696,4,204,109,379,4086,667,3290,129,Non-New York City
Oneida,Kirkland Town PD,2017,12,22,0,0,0,0,0,22,0,22,0,Non-New York City
Oneida,New Hartford Town and Vg PD,2017,12,613,16,0,2,6,8,597,26,562,9,Non-New York City
Oneida,New York Mills Vg PD,2017,12,39,2,0,0,1,1,37,3,32,2,Non-New York City
Oneida,Oneida County Park PD,2017,12,3,0,0,0,0,0,3,0,2,1,Non-New York City
Oneida,Oneida County Sheriff,2017,12,411,138,0,102,4,32,273,41,218,14,Non-New York City
Oneida,Oneida County State Police,2017,12,529,112,0,43,2,67,417,82,316,19,Non-New York City
Oneida,Oriskany Vg PD,2017,12,12,1,0,0,0,1,11,5,6,0,Non-New York City
Oneida,Rome City PD,2017,12,634,71,1,10,13,47,563,109,440,14,Non-New York City
Oneida,Sherrill City PD,2017,12,21,0,0,0,0,0,21,0,21,0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2017,12,11,0,0,0,0,0,11,1,10,0,Non-New York City
Oneida,Utica City PD,2017,12,2334,344,3,46,80,215,1990,375,1548,67,Non-New York City
Oneida,Vernon Vg PD,2017,12,22,1,0,0,0,1,21,0,21,0,Non-New York City
Oneida,Whitesboro Vg PD,2017,12,36,0,0,0,0,0,36,4,31,1,Non-New York City
Oneida,Whitestown Town PD,2017,12,31,1,0,0,1,0,30,7,22,1,Non-New York City
Oneida,Yorkville Vg PD,2017,12,29,5,0,0,2,3,24,9,14,1,Non-New York City
Onondaga,Baldwinsville Vg PD,2017,12,73,6,0,2,0,4,67,9,55,3,Non-New York City
Onondaga,Camillus Town and Vg PD,2017,12,313,16,0,2,1,13,297,15,272,10,Non-New York City
Onondaga,Cicero Town PD,2017,12,286,12,0,1,0,11,274,30,232,12,Non-New York City
Onondaga,County Total,2017,,10893,1429,24,211,355,839,9464,1744,7146,574,Non-New York City
Onondaga,DeWitt Town PD,2017,12,763,48,1,4,17,26,715,78,617,20,Non-New York City
Onondaga,Geddes Town PD,2017,12,222,7,0,0,3,4,215,20,194,1,Non-New York City
Onondaga,Jordan Vg PD,2017,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Onondaga,Liverpool Vg PD,2017,12,31,0,0,0,0,0,31,5,22,4,Non-New York City
Onondaga,Manlius Town PD,2017,12,358,17,0,5,4,8,341,52,285,4,Non-New York City
Onondaga,Marcellus Vg PD,2017,12,7,0,0,0,0,0,7,2,5,0,Non-New York City
Onondaga,North Syracuse Vg PD,2017,12,108,9,0,2,1,6,99,13,81,5,Non-New York City
Onondaga,Onondaga County Park PD,2017,12,17,0,0,0,0,0,17,0,17,0,Non-New York City
Onondaga,Onondaga County Park Rangers,2017,12,29,0,0,0,0,0,29,0,28,1,Non-New York City
Onondaga,Onondaga County Sheriff,2017,12,1930,210,3,56,39,112,1720,272,1349,99,Non-New York City
Onondaga,Onondaga County State Police,2017,12,625,73,0,40,3,30,552,68,455,29,Non-New York City
Onondaga,Skaneateles Vg PD,2017,12,19,1,0,0,0,1,18,1,17,0,Non-New York City
Onondaga,Solvay Vg PD,2017,12,158,16,0,1,2,13,142,26,106,10,Non-New York City
Onondaga,SUNY Police - Environmental Science,2017,12,17,0,0,0,0,0,17,0,17,0,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2017,12,110,5,0,0,1,4,105,7,93,5,Non-New York City
Onondaga,Syracuse City PD,2017,12,5826,1009,20,98,284,607,4817,1145,3301,371,Non-New York City
Ontario,Canandaigua City PD,2017,12,243,34,1,11,1,21,209,36,167,6,Non-New York City
Ontario,Clifton Springs Vg PD,2017,12,3,0,0,0,0,0,3,0,2,1,Non-New York City
Ontario,County Total,2017,,1623,135,2,58,16,59,1488,257,1194,37,Non-New York City
Ontario,Geneva City PD,2017,12,317,28,1,6,7,14,289,80,207,2,Non-New York City
Ontario,Manchester Vg PD,2017,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Ontario,Ontario County Park PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Ontario,Ontario County Sheriff,2017,12,792,37,0,13,7,17,755,115,623,17,Non-New York City
Ontario,Ontario County State Police,2017,12,264,36,0,28,1,7,228,25,192,11,Non-New York City
Ontario,Phelps Vg PD,2017,6,2,0,0,0,0,0,2,0,2,0,Non-New York City
Orange,Blooming Grove Town PD,2017,12,73,11,0,0,1,10,62,19,39,4,Non-New York City
Orange,Chester Town PD,2017,12,14,7,0,0,0,7,7,0,6,1,Non-New York City
Orange,Chester Vg PD,2017,12,59,6,0,0,0,6,53,5,47,1,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2017,12,25,3,0,0,1,2,22,1,21,0,Non-New York City
Orange,Cornwall Town PD,2017,12,23,2,0,0,0,2,21,4,17,0,Non-New York City
Orange,County Total,2017,,6757,875,8,165,198,504,5882,616,5091,175,Non-New York City
Orange,Crawford Town PD,2017,12,107,9,0,0,2,7,98,25,68,5,Non-New York City
Orange,Deerpark Town PD,2017,12,83,7,0,0,0,7,76,16,57,3,Non-New York City
Orange,Florida Vg PD,2017,12,5,1,0,0,0,1,4,1,3,0,Non-New York City
Orange,Goshen Town PD,2017,12,93,4,0,1,1,2,89,14,70,5,Non-New York City
Orange,Goshen Vg PD,2017,12,56,4,0,0,0,4,52,5,47,0,Non-New York City
Orange,Greenwood Lake Vg PD,2017,12,22,1,0,1,0,0,21,4,16,1,Non-New York City
Orange,Harriman Vg PD,2017,12,22,1,0,0,1,0,21,0,18,3,Non-New York City
Orange,Highland Falls Vg PD,2017,12,49,3,0,0,0,3,46,11,34,1,Non-New York City
Orange,Highlands Town PD,2017,12,10,2,0,0,0,2,8,0,8,0,Non-New York City
Orange,Maybrook Vg PD,2017,12,11,3,0,0,0,3,8,0,8,0,Non-New York City
Orange,Middletown City PD,2017,12,761,103,2,11,37,53,658,75,572,11,Non-New York City
Orange,Monroe Vg PD,2017,12,142,9,0,1,2,6,133,19,113,1,Non-New York City
Orange,Montgomery Town PD,2017,12,64,10,0,5,0,5,54,14,36,4,Non-New York City
Orange,Montgomery Vg PD,2017,12,19,0,0,0,0,0,19,3,16,0,Non-New York City
Orange,Mount Hope Town PD,2017,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Orange,Newburgh City PD,2017,12,1094,347,6,23,101,217,747,160,546,41,Non-New York City
Orange,Newburgh Town PD,2017,12,1083,24,0,1,11,12,1059,61,984,14,Non-New York City
Orange,New Windsor Town PD,2017,12,389,26,0,0,3,23,363,36,319,8,Non-New York City
Orange,Orange County MTA,2017,12,4,0,0,0,0,0,4,0,2,2,Non-New York City
Orange,Orange County Park PD,2017,12,4,0,0,0,0,0,4,2,2,0,Non-New York City
Orange,Orange County Sheriff,2017,12,23,12,0,2,0,10,11,0,11,0,Non-New York City
Orange,Orange County State Police,2017,12,820,162,0,108,15,39,658,47,592,19,Non-New York City
Orange,Port Jervis City PD,2017,12,248,26,0,4,2,20,222,33,182,7,Non-New York City
Orange,Tuxedo Town PD,2017,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Orange,Walden Vg PD,2017,12,87,7,0,1,0,6,80,9,67,4,Non-New York City
Orange,Wallkill Town PD,2017,12,697,65,0,6,17,42,632,30,581,21,Non-New York City
Orange,Warwick Town PD,2017,12,117,13,0,1,2,10,104,13,77,14,Non-New York City
Orange,Washingtonville Vg PD,2017,12,36,3,0,0,1,2,33,4,28,1,Non-New York City
Orange,Woodbury Town PD,2017,12,509,4,0,0,1,3,505,4,497,4,Non-New York City
Orleans,Albion Vg PD,2017,12,222,29,0,3,7,19,193,24,165,4,Non-New York City
Orleans,County Total,2017,,764,87,1,19,10,57,677,88,569,20,Non-New York City
Orleans,Holley Vg PD,2017,12,31,3,0,1,0,2,28,4,21,3,Non-New York City
Orleans,Medina Vg PD,2017,12,173,24,0,5,3,16,149,18,128,3,Non-New York City
Orleans,Orleans County Sheriff,2017,12,265,19,1,5,0,13,246,34,203,9,Non-New York City
Orleans,Orleans County State Police,2017,12,73,12,0,5,0,7,61,8,52,1,Non-New York City
Oswego,Central Square Vg PD,2017,12,32,0,0,0,0,0,32,0,31,1,Non-New York City
Oswego,County Total,2017,,1980,218,1,96,17,104,1762,406,1282,74,Non-New York City
Oswego,Fulton City PD,2017,12,347,18,0,2,5,11,329,77,245,7,Non-New York City
Oswego,Oswego City PD,2017,12,426,36,0,5,4,27,390,71,311,8,Non-New York City
Oswego,Oswego County Sheriff,2017,12,350,51,0,21,3,27,299,67,214,18,Non-New York City
Oswego,Oswego County State Police,2017,12,691,109,1,68,2,38,582,165,380,37,Non-New York City
Oswego,Phoenix Vg PD,2017,12,26,3,0,0,2,1,23,5,17,1,Non-New York City
Oswego,Pulaski Vg PD,2017,12,23,0,0,0,0,0,23,5,18,0,Non-New York City
Oswego,SUNY Police - Oswego,2017,12,85,1,0,0,1,0,84,16,66,2,Non-New York City
Otsego,Cooperstown Vg PD,2017,12,5,2,0,0,0,2,3,0,3,0,Non-New York City
Otsego,County Total,2017,,734,93,4,45,2,42,641,116,510,15,Non-New York City
Otsego,Oneonta City PD,2017,12,261,27,1,7,2,17,234,50,183,1,Non-New York City
Otsego,Otsego County Sheriff,2017,12,82,17,3,4,0,10,65,16,43,6,Non-New York City
Otsego,Otsego County State Police,2017,12,328,42,0,30,0,12,286,45,233,8,Non-New York City
Otsego,SUNY Police - Oneonta,2017,12,58,5,0,4,0,1,53,5,48,0,Non-New York City
Putnam,Brewster Vg PD,2017,12,17,1,0,0,1,0,16,1,14,1,Non-New York City
Putnam,Carmel Town PD,2017,12,134,9,1,0,3,5,125,23,99,3,Non-New York City
Putnam,County Total,2017,,628,54,1,15,9,29,574,94,462,18,Non-New York City
Putnam,Kent Town PD,2017,12,63,1,0,1,0,0,62,9,53,0,Non-New York City
Putnam,Putnam County MTA,2017,12,5,1,0,0,0,1,4,0,4,0,Non-New York City
Putnam,Putnam County Park PD,2017,12,5,2,0,0,0,2,3,0,2,1,Non-New York City
Putnam,Putnam County Sheriff,2017,12,283,19,0,4,3,12,264,51,211,2,Non-New York City
Putnam,Putnam County State Police,2017,12,121,21,0,10,2,9,100,10,79,11,Non-New York City
Queens,County Total,2017,12,32860,9184,50,495,2851,5788,23676,2721,19373,1582,New York City
Rensselaer,County Total,2017,,3518,448,6,69,127,246,3070,558,2378,134,Non-New York City
Rensselaer,East Greenbush Town PD,2017,12,342,7,0,2,1,4,335,22,307,6,Non-New York City
Rensselaer,Hoosick Falls Vg PD,2017,12,42,2,0,0,0,2,40,5,31,4,Non-New York City
Rensselaer,Nassau Vg PD,2017,12,6,3,0,1,0,2,3,0,3,0,Non-New York City
Rensselaer,North Greenbush Town PD,2017,12,160,8,0,1,3,4,152,18,127,7,Non-New York City
Rensselaer,Rensselaer City PD,2017,12,130,13,0,0,4,9,117,35,77,5,Non-New York City
Rensselaer,Rensselaer County Park PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2017,12,220,13,0,1,1,11,207,22,179,6,Non-New York City
Rensselaer,Rensselaer County State Police,2017,12,429,46,0,32,3,11,383,79,289,15,Non-New York City
Rensselaer,Rensselaer Poly Tech Police,2017,12,53,0,0,0,0,0,53,1,52,0,Non-New York City
Rensselaer,Schodack Town PD,2017,12,51,5,0,1,1,3,46,6,39,1,Non-New York City
Rensselaer,Troy City PD,2017,12,2083,351,6,31,114,200,1732,370,1272,90,Non-New York City
Richmond,County Total,2017,12,5969,1451,13,90,328,1020,4518,401,3883,234,New York City
Rockland,Clarkstown Town PD,2017,12,1217,92,0,20,25,47,1125,59,1046,20,Non-New York City
Rockland,County Total,2017,,3405,397,1,68,101,227,3008,265,2649,94,Non-New York City
Rockland,Haverstraw Town PD,2017,12,340,42,0,1,16,25,298,48,239,11,Non-New York City
Rockland,Orangetown Town PD,2017,12,349,46,0,1,13,32,303,30,267,6,Non-New York City
Rockland,Piermont Vg PD,2017,12,12,0,0,0,0,0,12,1,10,1,Non-New York City
Rockland,Ramapo Town PD,2017,12,737,44,0,9,10,25,693,67,595,31,Non-New York City
Rockland,Rockland County MTA,2017,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Rockland,Rockland County Park PD,2017,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Rockland,Rockland County Sheriff,2017,12,15,2,0,0,0,2,13,0,13,0,Non-New York City
Rockland,Rockland County State Police,2017,12,30,13,1,7,1,4,17,2,12,3,Non-New York City
Rockland,South Nyack-Grand View PD,2017,12,18,3,0,1,0,2,15,4,11,0,Non-New York City
Rockland,Spring Valley Vg PD,2017,12,524,133,0,28,31,74,391,36,340,15,Non-New York City
Rockland,Stony Point Town PD,2017,12,85,9,0,1,2,6,76,13,61,2,Non-New York City
Rockland,Suffern Vg PD,2017,12,73,12,0,0,3,9,61,5,51,5,Non-New York City
Saratoga,Ballston Spa Vg PD,2017,12,49,1,0,0,0,1,48,3,43,2,Non-New York City
Saratoga,County Total,2017,,2795,279,2,82,36,159,2516,347,2101,68,Non-New York City
Saratoga,Mechanicville City PD,2017,12,68,13,1,4,2,6,55,6,46,3,Non-New York City
Saratoga,Saratoga County Park PD,2017,12,20,4,0,0,1,3,16,0,16,0,Non-New York City
Saratoga,Saratoga County Sheriff,2017,12,1211,101,1,22,9,69,1110,183,896,31,Non-New York City
Saratoga,Saratoga County State Police,2017,12,773,88,0,48,9,31,685,74,599,12,Non-New York City
Saratoga,Saratoga Springs City PD,2017,12,515,56,0,7,9,40,459,52,395,12,Non-New York City
Saratoga,South Glens Falls Vg PD,2017,12,80,10,0,1,3,6,70,14,53,3,Non-New York City
Saratoga,Stillwater Town PD,2017,12,33,1,0,0,1,0,32,6,25,1,Non-New York City
Saratoga,Waterford Town and Vg PD,2017,12,46,5,0,0,2,3,41,9,28,4,Non-New York City
Schenectady,County Total,2017,,4601,673,2,78,164,429,3928,526,3181,221,Non-New York City
Schenectady,Glenville Town PD,2017,12,482,15,0,2,2,11,467,41,418,8,Non-New York City
Schenectady,Niskayuna Town PD,2017,12,428,15,0,1,3,11,413,30,370,13,Non-New York City
Schenectady,Rotterdam Town PD,2017,12,859,37,0,8,12,17,822,82,722,18,Non-New York City
Schenectady,Schenectady City PD,2017,12,2646,583,2,60,141,380,2063,348,1542,173,Non-New York City
Schenectady,Schenectady County Sheriff,2017,12,16,0,0,0,0,0,16,4,11,1,Non-New York City
Schenectady,Schenectady County State Police,2017,12,54,11,0,5,2,4,43,2,37,4,Non-New York City
Schenectady,Scotia Vg PD,2017,12,116,12,0,2,4,6,104,19,81,4,Non-New York City
Schoharie,Cobleskill Vg PD,2017,12,118,6,0,3,0,3,112,13,99,0,Non-New York City
Schoharie,County Total,2017,,314,37,0,25,0,12,277,67,199,11,Non-New York City
Schoharie,Schoharie County Sheriff,2017,12,30,6,0,4,0,2,24,5,18,1,Non-New York City
Schoharie,Schoharie County State Police,2017,12,139,17,0,10,0,7,122,43,69,10,Non-New York City
Schoharie,SUNY Police - Cobleskill,2017,12,27,8,0,8,0,0,19,6,13,0,Non-New York City
Schuyler,County Total,2017,,70,15,0,11,0,4,55,13,40,2,Non-New York City
Schuyler,Schuyler County Sheriff,2017,12,22,5,0,2,0,3,17,2,13,2,Non-New York City
Schuyler,Schuyler County State Police,2017,12,28,9,0,9,0,0,19,10,9,0,Non-New York City
Schuyler,Watkins Glen Vg PD,2017,12,20,1,0,0,0,1,19,1,18,0,Non-New York City
Seneca,County Total,2017,,571,73,0,22,5,46,498,72,423,3,Non-New York City
Seneca,Interlaken Vg PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Seneca,Seneca County Park PD,2017,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Seneca,Seneca County Sheriff,2017,12,32,8,0,1,1,6,24,6,18,0,Non-New York City
Seneca,Seneca County State Police,2017,12,194,47,0,13,1,33,147,22,125,0,Non-New York City
Seneca,Seneca Falls Town PD,2017,12,256,13,0,8,1,4,243,24,217,2,Non-New York City
Seneca,Waterloo Vg PD,2017,12,81,5,0,0,2,3,76,19,56,1,Non-New York City
Steuben,Addison Vg PD,2017,12,18,5,0,0,0,5,13,1,11,1,Non-New York City
Steuben,Bath Vg PD,2017,12,187,15,0,5,4,6,172,26,145,1,Non-New York City
Steuben,Canisteo Vg PD,2017,12,8,0,0,0,0,0,8,5,3,0,Non-New York City
Steuben,Cohocton Town PD,2017,12,6,1,0,0,0,1,5,0,5,0,Non-New York City
Steuben,Corning City PD,2017,12,305,40,1,14,1,24,265,51,207,7,Non-New York City
Steuben,County Total,2017,,1268,171,1,79,8,83,1097,209,855,33,Non-New York City
Steuben,Hammondsport Vg PD,2017,12,9,3,0,0,1,2,6,3,3,0,Non-New York City
Steuben,Hornell City PD,2017,12,104,4,0,0,0,4,100,8,91,1,Non-New York City
Steuben,Painted Post Vg PD,2017,12,24,1,0,0,0,1,23,4,18,1,Non-New York City
Steuben,Steuben County Sheriff,2017,12,117,23,0,8,0,15,94,25,66,3,Non-New York City
